"","Name","Program.Identifier","Inspection.Date","Description","Address","City","Zip.Code","Phone","Longitude","Latitude","Inspection.Business.Name","Inspection.Type","Inspection.Score","Inspection.Result","Inspection.Closed.Business","Violation.Type","Violation.Description","Violation.Points","Business_ID","Inspection_Serial_Num","Violation_Record_ID","Grade"
"4578","NOODLE NATION","NOODLE NATION","6/27/18","Seating 13-50 - Risk Category III","4232 UNIVERSITY WAY NE ","Seattle",98105,"(650) 452-3350",-122.3128533,47.65928557,"NOODLE NATION","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"BLUE","2800 - Food received at proper temperature",5,"PR0002175","DAGLJTWHQ","IVESG2G3K",3
"4579","SWEET ALCHEMY ICE CREAMERY","SWEET ALCHEMY ICE CREAMERY","6/27/18","Seating 0-12 - Risk Category III","4301 UNIVERSITY WAY NE ","SEATTLE",98105,"(206) 313-0615",-122.3134939,47.65999096,"SWEET ALCHEMY ICE CREAMERY","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0001420","DA59A0OBB","",1
"4580","THAIGER ROOM","THAIGER ROOM","6/27/18","Seating 13-50 - Risk Category III","4228 UNIVERSITY WAY NE ","Seattle",98105,"(206) 548-9708",-122.3129605,47.65923294,"THAIGER ROOM","Routine Inspection/Field Review",2,"Satisfactory",FALSE,"BLUE","4900 - Adequate ventilation; lighting; designated area...",2,"PR0023235","DAJLSHBPB","IVPLFGDIC",2
"4581","DAIMONJI JAPANESE RESTAURANT","DAIMONJI JAPANESE","6/27/18","Seating 13-50 - Risk Category III","5963 CORSON AVE S","Seattle",98108,"(206) 762-7820",-122.3221676,47.54803978,"DAIMONJI JAPANESE RESTAURANT","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0018452","DACKCOTT0","IVR0EPEQA",2
"4582","DAIMONJI JAPANESE RESTAURANT","DAIMONJI JAPANESE","6/27/18","Seating 13-50 - Risk Category III","5963 CORSON AVE S","Seattle",98108,"(206) 762-7820",-122.3221676,47.54803978,"DAIMONJI JAPANESE RESTAURANT","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0018452","DACKCOTT0","IVD2V87WD",2
"4583","DAIMONJI JAPANESE RESTAURANT","DAIMONJI JAPANESE","6/27/18","Seating 13-50 - Risk Category III","5963 CORSON AVE S","Seattle",98108,"(206) 762-7820",-122.3221676,47.54803978,"DAIMONJI JAPANESE RESTAURANT","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0018452","DACKCOTT0","IVX1HYPZA",2
"4584","DANIEL'S BROILER, LAKE UNION","DANIEL'S BROILER, LAKE UNION","6/27/18","Seating 151-250 - Risk Category III","809 FAIRVIEW PL N ","Seattle",98109,"",-122.3349943,47.62673244,"DANIEL'S BROILER, LAKE UNION","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0011021","DAM6ZDESK","",1
"4585","MIRABELLA RETIREMENT","MIRABELLA CAFE","6/27/18","Seating 51-150 - Risk Category III","116 FAIRVIEW AVE N","SEATTLE",98109,"",-122.333969,47.61899127,"MIRABELLA RETIREMENT","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0077675","DATT09SOC","",1
"4586","MIRABELLA RETIREMENT","MIRABELLA - ASSITED LIVING","6/27/18","Non-Profit Institution - Risk Category III","116 FAIRVIEW AVE N","SEATTLE",98109,"",-122.333969,47.61899127,"MIRABELLA RETIREMENT","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0077755","DAQ9KXQFM","",NA
"4587","A-CHAU CAFE","A-CHAU CAFE","6/27/18","Seating 13-50 - Risk Category III","6902 RAINIER AVE S","SEATTLE",98118,"",-122.2711872,47.54056465,"A-CHAU CAFE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0069317","DATSALF00","",1
"4588","FULL LIFE CARE","FULL LIFE CARE","6/27/18","Non-Profit Institution - Risk Category III","4712 35TH AVE S","Seattle",98118,"",-122.2884734,47.56020608,"FULL LIFE CARE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0002626","DAWM634NQ","",NA
"4589","SAM CHOYS POKE TO THE MAX","SAM CHOYS POKE TO THE MAX","6/27/18","Seating 13-50 - Risk Category III","5300 RAINIER AVE S","SEATTLE",98118,"(206) 334-3976",-122.2803266,47.55400358,"SAM CHOYS POKE TO THE MAX","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0003846","DACF2XA80","",2
"4590","SUPER SIX","SUPER SIX","6/27/18","Seating 51-150 - Risk Category III","3714 S HUDSON ST","SEATTLE",98118,"(617) 875-9554",-122.2853978,47.55725208,"SUPER SIX","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0084844","DAO1XU4DI","",1
"4591","UNION STORE","UNION STORE","6/27/18","Seating 0-12 - Risk Category III","8131 RAINIER AVE S","SEATTLE",98118,"(206) 568-8689",-122.2702313,47.53016836,"UNION STORE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0067361","DAFW94OHD","",1
"4592","LOVING HUT","LOVING HUT","6/27/18","Seating 51-150 - Risk Category III","1226 S JACKSON ST ","Seattle",98144,"(253) 852-3647",-122.3160909,47.59937683,"LOVING HUT","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0022784","DAPTKRI0T","IVFNAIS4F",2
"4593","LOVING HUT","LOVING HUT","6/27/18","Seating 51-150 - Risk Category III","1226 S JACKSON ST ","Seattle",98144,"(253) 852-3647",-122.3160909,47.59937683,"LOVING HUT","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0022784","DAPTKRI0T","IV7SUIXKE",2
"4594","14 CARROT CAFE","14 CARROT CAFE","6/28/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0003061","DAZIBVSJ8","IVOQLD067",2
"4595","14 CARROT CAFE","14 CARROT CAFE","6/28/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0003061","DAZIBVSJ8","IV43QPLE8",2
"4596","BUCHA BELLY, LLC","BUCHA BELLY","6/28/18","Caterer - Risk Category I","562 1st AVE S -STE 100","SEATTLE",98104,"(206) 661-8012",-122.33856,47.56128,"BUCHA BELLY, LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087447","DABZC0WP1","",NA
"4597","BUSH GARDEN RESTAURANT","BUSH GARDEN RESTAURANT","6/28/18","Seating 51-150 - Risk Category III","614 MAYNARD AVE S ","Seattle",98104,"(206) 682-6830",-122.3247369,47.59697137,"BUSH GARDEN RESTAURANT","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0002431","DAAVP45EO","IVLWCOBTH",1
"4598","BUSH GARDEN RESTAURANT","BUSH GARDEN RESTAURANT","6/28/18","Seating 51-150 - Risk Category III","614 MAYNARD AVE S ","Seattle",98104,"(206) 682-6830",-122.3247369,47.59697137,"BUSH GARDEN RESTAURANT","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0002431","DAAVP45EO","IVE3MJPJ0",1
"4599","BUSH GARDEN RESTAURANT","BUSH GARDEN RESTAURANT","6/28/18","Seating 51-150 - Risk Category III","614 MAYNARD AVE S ","Seattle",98104,"(206) 682-6830",-122.3247369,47.59697137,"BUSH GARDEN RESTAURANT","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0002431","DAAVP45EO","IVOO3XUYB",1
"4600","BUSH GARDEN RESTAURANT","BUSH GARDEN RESTAURANT","6/28/18","Seating 51-150 - Risk Category III","614 MAYNARD AVE S ","Seattle",98104,"(206) 682-6830",-122.3247369,47.59697137,"BUSH GARDEN RESTAURANT","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0002431","DAAVP45EO","IVUHQWH5K",1
"4601","FORTUNA RESTAURANT INC","FORTUNA RESTAURANT INC","6/28/18","Seating 13-50 - Risk Category III","711 S KING ST","Seattle",98104,"(206) 223-5343",-122.3231708,47.59822096,"FORTUNA RESTAURANT INC","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0032564","DATRFYMHO","",2
"4602","TAI TUNG RESTAURANT","TAI TUNG RESTAURANT","6/28/18","Seating 151-250 - Risk Category III","655 S KING ST ","SEATTLE",98104,"(206) 622-7372",-122.324732,47.59820748,"TAI TUNG RESTAURANT","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0003849","DAGH7HR5X","IVZ9LYU0D",1
"4603","7-ELEVEN, INC #35289A","7-ELEVEN 35289A","6/28/18","Seating 0-12 - Risk Category III","4224 UNIVERSITY WAY NE","SEATTLE",98105,"(206) 632-0722",-122.3128541,47.65910767,"7-ELEVEN, INC #35289A","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","0600 - Adequate handwashing facilities",10,"PR0081685","DAGXNBJB4","IVPONVBPJ",2
"4604","7-ELEVEN, INC #35289A","7-ELEVEN 35289A","6/28/18","Seating 0-12 - Risk Category III","4224 UNIVERSITY WAY NE","SEATTLE",98105,"(206) 632-0722",-122.3128541,47.65910767,"7-ELEVEN, INC #35289A","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0081685","DAGXNBJB4","IVYEUVY7Q",2
"4605","BEETLE CAFE","BEETLE CAFE","6/28/18","Seating 13-50 - Risk Category III","4334 UNIVERSITY WAY NE","SEATTLE",98105,"(206) 547-0977",-122.3128335,47.66080611,"BEETLE CAFE","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0081727","DALZHBRY0","IVDHL190Q",1
"4606","BEETLE CAFE","BEETLE CAFE","6/28/18","Seating 13-50 - Risk Category III","4334 UNIVERSITY WAY NE","SEATTLE",98105,"(206) 547-0977",-122.3128335,47.66080611,"BEETLE CAFE","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","1720 - Proper hot holding temperatures; between 130 degrees F to 134 degrees F",5,"PR0081727","DALZHBRY0","IVH0H6FHC",1
"4607","HENRY'S TAIWAN UW","HENRY'S TAIWAN UW","6/28/18","Seating 13-50 - Risk Category III","4106 BROOKLYN AVE NE","SEATTLE",98105,"(206) 399-0797",-122.3140418,47.65714735,"HENRY'S TAIWAN UW","Return Inspection",10,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0083244","DA91VWC0K","IV2KRQ0Q0",2
"4608","MEE SUM INC","MEE SUM","6/28/18","Seating 13-50 - Risk Category III","4343 UNIVERSITY WAY NE ","SEATTLE",98105,"(206) 229-7821",-122.3134915,47.66103872,"MEE SUM INC","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0046429","DAFAD05ZW","IVYC0FL8L",4
"4609","MEE SUM INC","MEE SUM","6/28/18","Seating 13-50 - Risk Category III","4343 UNIVERSITY WAY NE ","SEATTLE",98105,"(206) 229-7821",-122.3134915,47.66103872,"MEE SUM INC","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0046429","DAFAD05ZW","IV4KB3SJJ",4
"4610","SHAWARMA KING","SHAWARMA KING","6/28/18","Seating 13-50 - Risk Category III","4337 UNIVERSITY WAY NE ","Seattle",98105,"(206) 941-1525",-122.3135894,47.6609274,"SHAWARMA KING","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","4000 - Food and non-food surfaces properly used and...",5,"PR0002183","DAVTTDP7L","IVLLXMPDL",2
"4611","SHAWARMA KING","SHAWARMA KING","6/28/18","Seating 13-50 - Risk Category III","4337 UNIVERSITY WAY NE ","Seattle",98105,"(206) 941-1525",-122.3135894,47.6609274,"SHAWARMA KING","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0002183","DAVTTDP7L","IVORGPXZI",2
"4612","SHAWARMA KING","SHAWARMA KING","6/28/18","Seating 13-50 - Risk Category III","4337 UNIVERSITY WAY NE ","Seattle",98105,"(206) 941-1525",-122.3135894,47.6609274,"SHAWARMA KING","Routine Inspection/Field Review",35,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0002183","DAVTTDP7L","IVKFSHMR5",2
"4613","SUBWAY #35762","SUBWAY #35762","6/28/18","Seating 13-50 - Risk Category III","4215 UNIVERSITY WAY NE","Seattle",98105,"(425) 320-7891",-122.3134697,47.65878494,"SUBWAY #35762","Routine Inspection/Field Review",27,"Unsatisfactory",FALSE,"BLUE","4900 - Adequate ventilation; lighting; designated area...",2,"PR0054286","DA6UNKXKU","IVO0SJRR1",1
"4614","SUBWAY #35762","SUBWAY #35762","6/28/18","Seating 13-50 - Risk Category III","4215 UNIVERSITY WAY NE","Seattle",98105,"(425) 320-7891",-122.3134697,47.65878494,"SUBWAY #35762","Routine Inspection/Field Review",27,"Unsatisfactory",FALSE,"RED","1710 - Proper hot holding temperatures (less than130 degrees)",25,"PR0054286","DA6UNKXKU","IVJJIXRWK",1
"4615","UNIVERSITY BOOK STORE","UNIVERSITY BOOK STORE","6/28/18","Seating 13-50 - Risk Category III","4326 UNIVERSITY WAY NE ","SEATTLE",98105,"",-122.3128211,47.66042159,"UNIVERSITY BOOK STORE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0070731","DADDKWGFW","",1
"4616","CACTUS","CACTUS","6/28/18","Seating 151-250 - Risk Category III","350 TERRY AVE N","SEATTLE",98109,"(206) 933-6000",-122.336937,47.621778,"CACTUS","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0081763","DA25KQPHK","",2
"4617","LOCAL PUBLIC EATERY (SEATTLE) LLC","LOCAL PUBLIC EATERY (SEATTLE) LLC","6/28/18","Seating 51-150 - Risk Category III","404 TERRY AVE N","SEATTLE",98109,"(604) 699-5763",-122.3366531,47.62224307,"LOCAL PUBLIC EATERY (SEATTLE) LLC","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0085524","DA00ASNCG","",1
"4618","MARRIOTT RESIDENCE INN","MARRIOTT RESIDENCE INN","6/28/18","Seating 51-150 - Risk Category III","800 FAIRVIEW AVE N ","Seattle",98109,"(425) 431-8000",-122.333249,47.62641635,"MARRIOTT RESIDENCE INN","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0026539","DAH21OXKZ","",1
"4619","PORTAGE BAY CAFE","PORTAGE BAY CAFE","6/28/18","Seating 51-150 - Risk Category III","371 TERRY AVE N ","SEATTLE",98109,"(206) 547-5904",-122.3374926,47.62152488,"PORTAGE BAY CAFE","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0077267","DAHJKAHCX","",2
"4620","ABDUL GAFOOR HALAL MEAT MARKET","ABDUL GAFOOR HALAL MEAT MARKET","6/28/18","Seating 0-12 - Risk Category III","6053 M L KING JR WAY S ","Seattle",98118,"(206) 722-7931",-122.2863336,47.54650639,"ABDUL GAFOOR HALAL MEAT MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0015057","DAVLOVXMY","",1
"4621","CAFE AVOLE","CAFE AVOLE","6/28/18","Seating 13-50 - Risk Category III","6630 RAINIER AVE S","SEATTLE",98118,"(206) 721-2390",-122.2726588,47.54258002,"CAFE AVOLE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0085962","DASJO0AOA","",1
"4622","HOANG LAN","HOANG LAN","6/28/18","Seating 13-50 - Risk Category III","7119 M L KING JR WAY S ","Seattle",98118,"(206) 722-3876",-122.2820811,47.53837502,"HOANG LAN","Routine Inspection/Field Review",3,"Satisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0017318","DAARVSLLW","IVMOHUURQ",1
"4623","HUMMINGBIRD SALOON, LLC","HUMMINGBIRD SALOON, LLC","6/28/18","Seating 13-50 - Risk Category III","5101 RAINIER AVE S #103","SEATTLE",98118,"(206) 860-3566",-122.283797,47.55595766,"HUMMINGBIRD SALOON, LLC","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0082416","DA5GSIDSK","",2
"4624","ISLAND SOUL RESTAURANT","ISLAND SOUL RESTAURANT","6/28/18","Seating 13-50 - Risk Category III","4869 RAINIER AVE S ","Seattle",98118,"(206) 723-1539",-122.2854279,47.55811166,"ISLAND SOUL RESTAURANT","Routine Inspection/Field Review",43,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0029920","DAWDTL5QK","IVJRBJDKZ",2
"4625","ISLAND SOUL RESTAURANT","ISLAND SOUL RESTAURANT","6/28/18","Seating 13-50 - Risk Category III","4869 RAINIER AVE S ","Seattle",98118,"(206) 723-1539",-122.2854279,47.55811166,"ISLAND SOUL RESTAURANT","Routine Inspection/Field Review",43,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0029920","DAWDTL5QK","IV0EDE9I0",2
"4626","ISLAND SOUL RESTAURANT","ISLAND SOUL RESTAURANT","6/28/18","Seating 13-50 - Risk Category III","4869 RAINIER AVE S ","Seattle",98118,"(206) 723-1539",-122.2854279,47.55811166,"ISLAND SOUL RESTAURANT","Routine Inspection/Field Review",43,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0029920","DAWDTL5QK","IVUZJIQ7V",2
"4627","ISLAND SOUL RESTAURANT","ISLAND SOUL RESTAURANT","6/28/18","Seating 13-50 - Risk Category III","4869 RAINIER AVE S ","Seattle",98118,"(206) 723-1539",-122.2854279,47.55811166,"ISLAND SOUL RESTAURANT","Routine Inspection/Field Review",43,"Unsatisfactory",FALSE,"RED","2200 - Accurate thermometer provided and used ...",5,"PR0029920","DAWDTL5QK","IV0BYZQ3R",2
"4628","ISLAND SOUL RESTAURANT","ISLAND SOUL RESTAURANT","6/28/18","Seating 13-50 - Risk Category III","4869 RAINIER AVE S ","Seattle",98118,"(206) 723-1539",-122.2854279,47.55811166,"ISLAND SOUL RESTAURANT","Routine Inspection/Field Review",43,"Unsatisfactory",FALSE,"RED","0200 - Food Worker Cards current for all food workers; new food workers trained",5,"PR0029920","DAWDTL5QK","IVGG0EPPM",2
"4629","JIM'S MARKET","JIM'S MARKET","6/28/18","Seating 0-12 - Risk Category III","7500 M L KING JR WAY S ","Seattle",98118,"(206) 725-7521",-122.2803961,47.53454766,"JIM'S MARKET","Consultation/Education - Field",0,"Satisfactory",FALSE,"","",0,"PR0013836","DA7Z7CTVJ","",1
"4630","WALAALAHA MINI MARKET","WALAALAHA MINI MARKET","6/28/18","Seating 0-12 - Risk Category III","8318 RAINIER AVE S","SEATTLE",98118,"(206) 420-4096",-122.2697748,47.52897378,"WALAALAHA MINI MARKET","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","0700 - Food obtained from approved source",15,"PR0081037","DA0U1C5CC","IVSZPBZIY",2
"4631","WALAALAHA MINI MARKET","WALAALAHA MINI MARKET","6/28/18","Seating 0-12 - Risk Category III","8318 RAINIER AVE S","SEATTLE",98118,"(206) 420-4096",-122.2697748,47.52897378,"WALAALAHA MINI MARKET","Routine Inspection/Field Review",20,"Unsatisfactory",FALSE,"RED","2200 - Accurate thermometer provided and used ...",5,"PR0081037","DA0U1C5CC","IVNUFX6XS",2
"4632","UNION MARKET","UNION MARKET","6/28/18","Seating 0-12 - Risk Category III","996 21ST AVE ","Seattle",98122,"",-122.304738,47.61259202,"UNION MARKET","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0003443","DAQY0CSEI","IVMYEVVAA",1
"4633","FRED MEYER INC #179","FRED MEYER","6/28/18","Seating 0-12 - Risk Category II","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0042819","DAJAT0TJD","",1
"4634","FRED MEYER INC #179","FRED MEYER #179 MEAT","6/28/18","Meat/Sea Food - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0042820","DA5NMKMWX","",NA
"4635","FRED MEYER INC #179","FRED MEYER #179 DELI","6/28/18","Seating 13-50 - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0042818","DARCJ8LN7","IVFXH7PK0",2
"4636","FRED MEYER INC #179","FRED MEYER #179 SEAFOOD","6/28/18","Meat/Sea Food - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2300 - Proper Consumer Advisory posted for raw ...",5,"PR0045943","DAJ6XZDQB","IVKGTBMBW",NA
"4637","FRED MEYER INC #179","FRED MEYER #179 SEAFOOD","6/28/18","Meat/Sea Food - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","1200 - Proper shellstock ID; wild mushroom ID;  parasite destruction procedures for fish",5,"PR0045943","DAJ6XZDQB","IVRNSCGUL",NA
"4638","FRED MEYER INC #179","FRED MEYER #179 DELI","6/28/18","Seating 13-50 - Risk Category III","13000 LAKE CITY WAY NE ","SEATTLE",98125,"",-122.2923155,47.72369701,"FRED MEYER INC #179","Routine Inspection/Field Review",13,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0042818","DARCJ8LN7","IV0ZO9D8D",2
"4639","DEEZ DOGS","CREO CAFE #2 @ ROUTE 206-503-9395","6/28/18","Mobile Food Unit - Risk Category I","3756 RAINIER AVE S","SEATTLE",98144,"(206) 832-5023",-122.2906279,47.57002265,"DEEZ DOGS","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0084767","DAFUD0UZA","IV7E4CIIF",NA
